feature	importance 0	importance 1	importance 2	Mean Importance	Panel
PDIA1	0.11415248558741534	0.39896603153449234	0.36192044366961695	0.2916796535971749	Liver
HABP2	0.2941796099963613	0.2702000957656274	0.31064061974546453	0.2916734418358177	Liver
AMPN	0.41827488025658127	0.2902202603607397	0.16249530259019285	0.29033014773583793	Liver
PROS	0.2917571697631603	0.33449556749296244	0.23923155010363653	0.28849476245325306	Liver
CO4B	0.10563830359798798	0.18998098224444468	0.5677840338427074	0.28780110656171337	Liver
VTDB	0.23962435625008924	0.1520265946658822	0.4611361528325863	0.2842623679161859	Liver
SAA2	0.13430582986015605	0.28688552631019515	0.4156092267146538	0.27893352762833495	Liver
BTD	0.0438660543027031	0.5176816854425828	0.27036058622502507	0.27730277532343695	Liver
CO8A	0.5323153810625236	0.16949835065174979	0.12072409289602241	0.2741792748700986	Liver
APOA2	0.25854614978452845	0.47188157634377753	0.08742775110629179	0.2726184924115326	Liver
FCG3A	0.22133817085528082	0.43682409390283683	0.15100097001427054	0.2697210782574628	Liver
TBA4A	0.36635845549567125	0.13480363610885596	0.30765837500256543	0.2696068222023642	Liver
PXDC2	0.26675447013399783	0.2790178346797147	0.25748596564552234	0.2677527568197449	Liver
HRG	0.031315076777912836	0.45992580809836286	0.3004545614158247	0.2638984820973668	Liver
PROC	0.27458154572018856	0.18016200120120715	0.3303674204044327	0.26170365577527616	Liver
PTGDS	0.24698900948435853	0.14034046832235092	0.3925282678036773	0.25995258187012893	Liver
K1C10	0.22407875152653356	0.3059469186184142	0.24827731013036952	0.2594343267584391	Liver
CO6	0.01167260395411671	0.40202831028131764	0.36291097175302667	0.25887062866282035	Liver
LYAM1	0.19718925481953783	0.43727840237061566	0.13448660185669467	0.2563180863489494	Liver
HS90A	0.36307585833518247	0.12872075420233153	0.272581443172411	0.25479268523664167	Liver
APOA4	0.4185549393282171	0.20510645133131267	0.1380675009594768	0.25390963053966886	Liver
NCHL1	0.2625116648318279	0.20801211585588078	0.2815374293562391	0.2506870700146493	Liver
A1AT	0.14779656401494065	0.17331439186696465	0.4216689166471784	0.24759329084302792	Liver
ATRN	0.1705069852145199	0.23259367348146012	0.3377709629698218	0.24695720722193393	Liver
APOD	0.06807387774956929	0.274844129960859	0.39690777708282654	0.24660859493108492	Liver
LKHA4	0.174083757097886	0.4426711643967903	0.11778185274304821	0.2448455914125748	Liver
RS27A	0.3241785287077623	0.25114912156090247	0.1459543577704431	0.24042733601303598	Liver
ANT3	0.17771334694657528	0.44336940070796454	0.09673076865498008	0.2392711721031733	Liver
RNAS4	0.162785305785068	0.5405948262874325	0.008990466721817457	0.23745686626477266	Liver
HGFL	0.12946352741321349	0.1340238528638689	0.4468129309491962	0.23676677040875957	Liver
